resource_type,owner,owner_type,source,from_concept_url,map_type,to_source_url,to_concept_code,to_concept_name,confidence
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-0855/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,808,Premature rupture of membranes,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-0856/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,808,Premature rupture of membranes,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-0883/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,952,Urinary incontinence,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-0888/,BROADER-THAN,/orgs/UVL-Burundi/sources/uvl/,862,Varicose veins of legs complicating pregnancy and/or puerperium,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-0937/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,354,Obesity,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-0986/,NARROWER-THAN,/orgs/UVL-Burundi/sources/uvl/,1400,Penicillin V,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-1003/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,740,Renal disease,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-AI-019/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,942,Nausea,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-1062/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,92,Total cholesterol (mmol/L),medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-1205/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,556,Unknown,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-1230/,BROADER-THAN,/orgs/UVL-Burundi/sources/uvl/,58,Urine pregnancy test,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-1332/,BROADER-THAN,/orgs/UVL-Burundi/sources/uvl/,101,Hepatitis B Surface Antigen Test,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-1333/,BROADER-THAN,/orgs/UVL-Burundi/sources/uvl/,57,Rapid test for HIV,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-1336/,BROADER-THAN,/orgs/UVL-Burundi/sources/uvl/,62,Rapid syphilis test,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EHEZA-U-1368/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,843,Child,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-002/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,19,Blood urea nitrogen,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-003/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,18,Serum glutamic-pyruvic transaminase,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-004/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,17,Serum glutamic-oxaloacetic transaminase,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-017/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,741,Renal failure,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-020/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,637,Chronic viral hepatitis,medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-024/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,438,Vision Problem,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-030/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,946,Ascites,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-040/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,1317,Ibuprofen,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-TB-001/,BROADER-THAN,/orgs/UVL-Burundi/sources/uvl/,540,"Pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",medium
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-TB-004/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,1056,Rifampicin,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-TB-005/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,1068,Isoniazid,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-TB-006/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,1076,Pyrazinamide,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-TB-007/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,1069,Ethambutol,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-AI-011/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,938,Hemoptysis,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-PRE-040/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,1112,Lymphadenopathy,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-PRE-053/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,1327,Calcium carbonate,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-PRE-055/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,62,Rapid syphilis test,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-PRE-056/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,101,Hepatitis B Surface Antigen Test,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-PRE-059/,SAME-AS,/orgs/UVL-Burundi/sources/uvl/,10,Serum glucose,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-PRE-062/,NARROWER-THAN,/orgs/UVL-Burundi/sources/uvl/,40,White blood cells,medium
